"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
4.733509000E-3,0.000000000E0,0.000000000E0,0.000000000E0
9.592832000E-3,-2.092629671E-2,-5.962276459E-2,7.650780678E-2
1.445220700E-2,-8.139175177E-2,-3.041362762E-2,1.844174862E-1
1.931142500E-2,-1.678283811E-1,7.363319397E-3,5.428383350E-1
2.417064400E-2,-1.411893368E-1,2.038002014E-3,7.011573315E-1
2.902991500E-2,-1.209834814E-1,-2.408313751E-2,8.929848671E-1
3.388913400E-2,-7.224512100E-2,-6.159400940E-2,1.137891293E0
3.874835200E-2,-4.074692726E-3,-1.233367920E-1,1.351253510E0
4.360762300E-2,1.003820896E-1,-1.978979111E-1,1.484611511E0
4.846684200E-2,1.468443274E-1,-2.771816254E-1,1.430724144E0
5.332611300E-2,1.339836717E-1,-2.579565048E-1,1.341322899E0
5.818533200E-2,1.068656445E-1,-1.898508072E-1,1.303258896E0
6.304455000E-2,3.393995762E-2,-6.251811981E-2,1.206502438E0
6.790382100E-2,-4.789292812E-2,9.448146820E-2,1.110476017E0
7.276304000E-2,-1.594465971E-1,2.289438248E-1,1.067053318E0
7.762225900E-2,-2.036627531E-1,3.630695343E-1,9.937114716E-1
8.248152900E-2,-1.872124672E-1,4.411468506E-1,9.182562828E-1
8.734074800E-2,-1.605424881E-1,4.300994873E-1,8.243918419E-1
9.219996700E-2,-1.371927261E-1,4.201097488E-1,7.216825485E-1
9.705923800E-2,-7.327455282E-2,3.809776306E-1,7.033929825E-1
1.019184570E-1,-2.488428354E-2,3.178224564E-1,8.068590164E-1
1.067777270E-1,-5.246126652E-2,2.902288437E-1,9.270157814E-1
1.116369460E-1,-1.407082081E-1,2.321395874E-1,9.402160645E-1
1.164961650E-1,-3.047375083E-1,1.925306320E-1,8.510761261E-1
1.213554360E-1,-3.302117586E-1,1.797599792E-1,8.514628410E-1
1.262146540E-1,-4.261841774E-1,8.492660522E-2,7.028179169E-1
1.310738730E-1,-4.419853687E-1,-5.695343018E-3,5.937852859E-1
1.359331440E-1,-3.867443204E-1,-8.019542694E-2,5.285916328E-1
1.407923630E-1,-2.529461384E-1,-1.521682739E-1,4.349923134E-1
1.456516340E-1,-1.484971046E-1,-1.907033920E-1,2.800025940E-1
1.505108520E-1,-6.918144226E-2,-1.704444885E-1,1.288251877E-1
1.553700710E-1,-4.606211185E-2,-1.246404648E-1,-5.499649048E-2
1.602293420E-1,2.264875174E-2,-9.729099274E-2,-2.254281044E-1
1.650885610E-1,9.412366152E-2,-8.477783203E-2,-3.864340782E-1
1.699477790E-1,1.568164825E-1,-1.023349762E-1,-5.324106216E-1
1.748070500E-1,1.921525002E-1,-1.254625320E-1,-6.460528374E-1
1.796662690E-1,1.654424071E-1,-1.304454803E-1,-7.172975540E-1
1.845255400E-1,1.193556786E-1,-9.211730957E-2,-6.962518692E-1
1.893847590E-1,-3.030365705E-2,-1.870536804E-2,-6.643633842E-1
1.942439770E-1,-1.954717040E-1,8.656883240E-2,-6.870970726E-1
1.991032480E-1,-3.043909669E-1,1.808967590E-1,-7.279953957E-1
2.039624670E-1,-3.201909661E-1,1.777906418E-1,-5.643100739E-1
2.088217380E-1,-2.673612833E-1,8.369350433E-2,-3.426241875E-1
2.136809570E-1,-3.165213466E-1,-4.149627686E-2,-2.340579033E-1
2.185401750E-1,-3.978222013E-1,-1.486101151E-1,-2.399425507E-1
2.233994460E-1,-3.703597188E-1,-2.154235840E-1,-1.625871658E-1
2.282586650E-1,-3.787500262E-1,-1.354627609E-1,7.151222229E-2
2.331178840E-1,-5.834813714E-1,1.750764847E-1,2.692050934E-1
2.379771540E-1,-6.382194161E-1,-1.020374298E-1,-2.873191833E-1
2.428363730E-1,-5.620524287E-1,-2.476005554E-1,-8.297657967E-1
2.476010090E-1,-4.376093149E-1,-3.821177483E-1,-1.118693352E0
2.523649670E-1,-2.768557072E-1,-5.529346466E-1,-1.173098087E0
2.571289770E-1,-1.271486878E-1,-7.551364899E-1,-9.077539444E-1
2.618929360E-1,4.188090563E-2,-9.297661781E-1,-6.475629807E-1
2.666568940E-1,1.638474464E-1,-1.098591328E0,-4.909396172E-1
2.714209040E-1,2.490333915E-1,-1.264126301E0,-2.973332405E-1
2.761848630E-1,3.408317268E-1,-1.353397369E0,-2.744331360E-1
2.809488210E-1,3.386573792E-1,-1.360620022E0,-3.041243553E-1
2.857128320E-1,3.410330117E-1,-1.322290421E0,-3.222079277E-1
2.904767900E-1,2.848173678E-1,-1.243693829E0,-4.514012337E-1
2.952408000E-1,1.432031691E-1,-1.078386307E0,-6.545791626E-1
3.000047590E-1,-4.000592232E-2,-8.982911110E-1,-7.729144096E-1
3.047687690E-1,-1.420993805E-1,-7.199311256E-1,-8.385596275E-1
3.095327270E-1,-2.946957946E-1,-5.736856461E-1,-7.842617035E-1
3.142966860E-1,-3.967778683E-1,-4.046640396E-1,-5.838079453E-1
3.190606960E-1,-4.880146980E-1,-2.955002785E-1,-3.455996513E-1
3.238246540E-1,-4.325632453E-1,-2.476143837E-1,-1.997833252E-1
3.285886650E-1,-4.352219701E-1,-2.741627693E-1,-2.110228539E-1
3.333526230E-1,-4.309896231E-1,-3.526644707E-1,-3.725204468E-1
3.381165820E-1,-4.006716013E-1,-4.516448975E-1,-5.360379219E-1
3.428805920E-1,-3.586850166E-1,-5.235638618E-1,-6.144480705E-1
3.476445500E-1,-2.533652782E-1,-5.971789360E-1,-5.923986435E-1
3.524085610E-1,-2.225128412E-1,-6.205987930E-1,-5.679883957E-1
3.571725190E-1,-2.249394059E-1,-5.945186615E-1,-5.695400238E-1
3.619365290E-1,-2.837184072E-1,-5.856008530E-1,-6.345834732E-1
3.667004880E-1,-3.720005751E-1,-5.532531738E-1,-6.822791100E-1
3.714644460E-1,-4.257511497E-1,-4.951286316E-1,-6.943464279E-1
3.762284570E-1,-5.260200500E-1,-3.877191544E-1,-6.313843727E-1
3.809924150E-1,-7.494434118E-1,-2.523064613E-1,-9.155111313E-1
3.857564250E-1,-1.041926146E0,-1.497840881E-1,-1.843615055E0
3.905203840E-1,-1.011062860E0,-2.778863907E-2,-1.021458626E0
3.952843940E-1,-9.820206165E-1,6.133127213E-2,-3.541254997E-1
4.000483520E-1,-8.411398530E-1,8.720445633E-2,-2.815537453E-1
4.048123110E-1,-6.637057662E-1,6.015062332E-2,-6.263122559E-1
4.095763210E-1,-5.549213290E-1,-3.825426102E-2,-9.717273712E-1
4.143402790E-1,-5.086698532E-1,-1.530694962E-1,-1.090408802E0
4.191042900E-1,-4.844008088E-1,-2.085399628E-1,-9.352540970E-1
4.238682480E-1,-4.208945036E-1,-2.480497360E-1,-7.292575836E-1
4.286322590E-1,-3.520509005E-1,-3.168730736E-1,-5.319471359E-1
4.333962170E-1,-2.545082569E-1,-4.028267860E-1,-4.166111946E-1
4.381602270E-1,3.158092499E-2,-5.954122543E-1,-2.289552689E-1
4.429241860E-1,4.580261111E-1,-1.071106911E0,3.402795792E-1
4.476881440E-1,-3.507698178E-1,-7.888360023E-1,1.245746136E0
4.524521540E-1,-1.021012425E0,-1.709680557E-1,6.119575500E-1
4.572161130E-1,-7.023224235E-1,3.421115875E-2,-1.869586945E0
4.619801230E-1,-1.670082211E-1,2.026844025E-1,-2.824368954E0
4.667440820E-1,9.195011854E-2,3.578205109E-1,-2.019225836E0
4.715080920E-1,1.307671070E-1,2.317032814E-1,-9.497489929E-1
4.762720500E-1,9.251010418E-2,-9.476089478E-2,-3.503661156E-1
4.810360610E-1,8.705955744E-2,-4.727602005E-1,-2.446384430E-1
4.858000190E-1,4.840433598E-2,-6.768493652E-1,-3.360700607E-1
4.905639770E-1,-5.621486902E-2,-7.209963799E-1,-2.834315300E-1
4.953279880E-1,-2.360256910E-1,-5.930533409E-1,-1.941599846E-1
5.000919460E-1,-4.358943701E-1,-3.637986183E-1,-3.145413399E-1
5.048559570E-1,-6.383579969E-1,-2.570815086E-1,-6.778855324E-1
5.096199150E-1,-6.160854101E-1,-4.668331146E-2,-8.883948326E-1
5.143839250E-1,-6.342059374E-1,3.189229965E-2,-1.021152496E0
5.191478840E-1,-6.685875058E-1,3.457927704E-2,-1.022593975E0
5.239118940E-1,-6.529963017E-1,-5.667924881E-2,-9.392862320E-1
5.286758520E-1,-5.787152052E-1,-1.221041679E-1,-8.863368034E-1
5.334398630E-1,-5.391945243E-1,-1.686534882E-1,-8.284745216E-1
5.382038210E-1,-4.820652008E-1,-1.463003159E-1,-8.184351921E-1
5.429678320E-1,-4.169236422E-1,-7.661485672E-2,-9.108219147E-1
5.477317900E-1,-3.627552986E-1,4.693984985E-3,-9.983587265E-1
5.524957480E-1,-3.168149590E-1,8.829545975E-2,-1.140672684E0
5.572597590E-1,-2.669217587E-1,1.127157211E-1,-1.209441662E0
5.620237170E-1,-1.658416390E-1,9.750986099E-2,-1.131881714E0
5.667877270E-1,-9.955501556E-2,5.953168869E-2,-9.613223076E-1
5.715516860E-1,-3.212332726E-2,3.920888901E-2,-8.739686012E-1
5.763156960E-1,-1.781940460E-2,4.096508026E-2,-8.427371979E-1
5.810796540E-1,-6.150901318E-3,6.673240662E-2,-8.050885201E-1
5.858436650E-1,-2.049541473E-2,7.108402252E-2,-7.442197800E-1
5.906076230E-1,-3.916394711E-2,1.133885384E-1,-7.075805664E-1
5.953716340E-1,-6.682986021E-2,1.623282433E-1,-6.971311569E-1
6.001355920E-1,-7.724541426E-2,1.679539680E-1,-6.746029854E-1
6.048996020E-1,-1.061241627E-1,1.780424118E-1,-6.708865166E-1
6.096635610E-1,-1.368378997E-1,1.521668434E-1,-6.288375854E-1
6.144275710E-1,-1.812608242E-1,1.570916176E-1,-5.962462425E-1
6.191915290E-1,-2.133458257E-1,1.593871117E-1,-5.541329384E-1
6.239555400E-1,-2.356629372E-1,1.733908653E-1,-5.454101562E-1
6.287194980E-1,-2.647475600E-1,1.491007805E-1,-5.410194397E-1
6.334835090E-1,-3.030653596E-1,1.819758415E-1,-5.319304466E-1
6.382474670E-1,-3.221223950E-1,2.264409065E-1,-5.252938271E-1
6.430114770E-1,-3.338529468E-1,2.420477867E-1,-5.163111687E-1
6.477754360E-1,-3.192269206E-1,2.598690987E-1,-5.334439278E-1
6.525394460E-1,-2.994899750E-1,3.036184311E-1,-5.360894203E-1
6.573034040E-1,-2.983042002E-1,2.994823456E-1,-5.646438599E-1
6.620673630E-1,-2.300442457E-1,2.928996086E-1,-5.357775688E-1
6.668313730E-1,-1.831230521E-1,2.862281799E-1,-4.831528664E-1
6.715953840E-1,-1.642801762E-1,3.055605888E-1,-4.164175987E-1
6.763593420E-1,-1.613340974E-1,3.720607758E-1,-4.163866043E-1
6.811233000E-1,-1.456785798E-1,4.284548759E-1,-4.897103310E-1
6.858873110E-1,-1.603551507E-1,4.961991310E-1,-4.839673042E-1
6.906513210E-1,-1.889883280E-1,5.680861473E-1,-4.402322769E-1
6.954152790E-1,-2.364715338E-1,5.561847687E-1,-4.370422363E-1
7.001792380E-1,-2.671372890E-1,5.466613770E-1,-4.741258621E-1
7.049432480E-1,-3.144776225E-1,5.489377975E-1,-5.511054993E-1
7.097072070E-1,-3.689626455E-1,5.676536560E-1,-6.154499054E-1
7.144712170E-1,-3.999179602E-1,6.003623009E-1,-5.914487839E-1
7.192352270E-1,-4.671108127E-1,6.160936356E-1,-5.700387955E-1
7.239991860E-1,-5.110829473E-1,6.435003281E-1,-5.678806305E-1
7.287631960E-1,-4.776299000E-1,6.729483604E-1,-5.230865479E-1
7.335271540E-1,-4.624220133E-1,6.735086441E-1,-5.166225433E-1
7.382911650E-1,-3.963277936E-1,6.500797272E-1,-5.575242043E-1
7.430551230E-1,-3.553979993E-1,6.217346191E-1,-6.001186371E-1
7.478190820E-1,-3.272948861E-1,5.908002853E-1,-6.157608032E-1
7.525830920E-1,-2.430028915E-1,5.833020210E-1,-5.855512619E-1
7.573471020E-1,-2.024122477E-1,5.752859116E-1,-6.023354530E-1
7.621110610E-1,-1.716843843E-1,5.785603523E-1,-6.300091743E-1
7.668750710E-1,-1.505475640E-1,5.953831673E-1,-5.996093750E-1
7.716390290E-1,-1.150885820E-1,6.304140091E-1,-5.804510117E-1
7.764030400E-1,-8.884370327E-2,6.718306541E-1,-5.987434387E-1
7.811669980E-1,-5.241197348E-2,6.770529747E-1,-6.496219635E-1
7.859310090E-1,-6.258201599E-2,6.988539696E-1,-6.904168129E-1
7.906949670E-1,-3.834640980E-2,7.301220894E-1,-6.407370567E-1
7.954589770E-1,-2.053469419E-2,7.330026627E-1,-5.965356827E-1
8.002229360E-1,-1.392853260E-2,7.007532120E-1,-5.911841393E-1
8.049869460E-1,-2.337473631E-2,7.215552330E-1,-5.580763817E-1
8.097509040E-1,-2.993392944E-2,7.214522362E-1,-5.260052681E-1
8.145149150E-1,-4.085314274E-2,7.551670074E-1,-5.091805458E-1
8.192788730E-1,-7.531237602E-2,8.057756424E-1,-4.528908730E-1
8.240428840E-1,-1.142435074E-1,8.231315613E-1,-3.809819221E-1
8.288068420E-1,-1.527785063E-1,8.026161194E-1,-3.455739021E-1
8.335708520E-1,-1.338642240E-1,7.728195190E-1,-3.176088333E-1
8.383348110E-1,-1.481653452E-1,7.099165916E-1,-2.801823616E-1
8.430988210E-1,-1.740263700E-1,6.449074745E-1,-2.403268814E-1
8.478627790E-1,-2.209872603E-1,6.086025238E-1,-1.790242195E-1
8.526267900E-1,-3.152991533E-1,6.409611702E-1,-1.105470657E-1
8.573907480E-1,-4.188756347E-1,6.629810333E-1,-4.431819916E-2
8.621547590E-1,-5.340861082E-1,7.008442879E-1,3.073692322E-3
8.669187170E-1,-5.947188139E-1,7.590370178E-1,1.007223129E-1
8.716827270E-1,-6.129419208E-1,7.876429558E-1,1.555809975E-1
8.764467380E-1,-6.104827523E-1,8.129706383E-1,1.799254417E-1
8.812106960E-1,-5.707529783E-1,7.734098434E-1,2.332797050E-1
8.859747070E-1,-5.392168760E-1,7.549700737E-1,2.749977112E-1
8.907386650E-1,-4.590198994E-1,7.362318039E-1,3.761901855E-1
8.955026750E-1,-3.496509790E-1,7.030868530E-1,4.744887352E-1
9.002666340E-1,-2.352531552E-1,6.509547234E-1,5.983109474E-1
9.050306440E-1,-1.466320157E-1,6.417145729E-1,6.999697685E-1
9.097946020E-1,-6.197381020E-2,6.371059418E-1,7.582464218E-1
9.145586130E-1,2.444684505E-3,6.396069527E-1,7.923369408E-1
9.193225710E-1,6.362038851E-2,7.109928131E-1,8.426218033E-1
9.240865820E-1,1.340368986E-1,7.724337578E-1,8.520298004E-1
9.288505400E-1,1.834555864E-1,7.931041718E-1,8.471703529E-1
9.336145500E-1,2.671984136E-1,8.183522224E-1,8.924059868E-1
9.383785610E-1,3.473982215E-1,7.792487144E-1,9.542417526E-1
9.431425190E-1,4.339610934E-1,7.237720490E-1,9.898896217E-1
9.479065290E-1,5.079338551E-1,6.901359558E-1,1.020771980E0
9.526704880E-1,6.213907003E-1,6.853780746E-1,1.030140877E0
9.574344980E-1,6.952439547E-1,6.998853683E-1,9.609999657E-1
9.621984570E-1,7.484222651E-1,6.672277451E-1,8.801631927E-1
9.669624670E-1,7.902426720E-1,6.614761353E-1,8.017516136E-1
9.717264250E-1,7.801622152E-1,6.800966263E-1,7.351098061E-1
9.764904360E-1,7.348207235E-1,7.014303207E-1,7.087030411E-1
9.812543940E-1,6.138228774E-1,7.490434647E-1,7.033700943E-1
9.860184040E-1,4.532454014E-1,7.394704819E-1,7.334260941E-1
9.907824150E-1,2.795296609E-1,7.013959885E-1,7.467474937E-1
9.955463730E-1,1.639056206E-1,5.635766983E-1,8.411712646E-1
1.000310384E0,8.711105585E-2,3.908100128E-1,9.046578407E-1
1.005074342E0,6.569826603E-2,1.834287643E-1,9.350686073E-1
1.009838352E0,5.893754959E-2,3.364562988E-3,8.924226761E-1
1.014602311E0,4.531705379E-2,-6.172561646E-2,8.222856522E-1
1.019366321E0,-2.501136065E-2,-1.147537231E-1,6.939234734E-1
1.024130279E0,-1.278129816E-1,-1.131277084E-1,4.983625412E-1
1.028894290E0,-2.438451052E-1,-1.046628952E-1,3.001008034E-1
1.033658300E0,-3.468456268E-1,-1.060543060E-1,1.514139175E-1
1.038422259E0,-4.132750034E-1,-1.147747040E-1,2.805280685E-2
1.043186269E0,-4.436092973E-1,-1.591272354E-1,-8.670806885E-3
1.047950227E0,-4.739717245E-1,-2.149596214E-1,-1.900815964E-2
1.052714238E0,-5.236047506E-1,-2.202906609E-1,-8.653831482E-2
1.057478196E0,-5.357263684E-1,-1.872196198E-1,-1.636390686E-1
1.062242207E0,-5.229937434E-1,-1.703958511E-1,-2.174334526E-1
1.067006217E0,-4.364339709E-1,-1.457729340E-1,-1.606779099E-1
1.071770175E0,-3.176804185E-1,-1.654529572E-1,-3.971815109E-2
1.076534186E0,-1.581482887E-1,-1.483001709E-1,1.114749908E-1
1.081298144E0,8.279979229E-3,-1.159515381E-1,2.783370018E-1
1.086062154E0,2.242715359E-1,-5.429458618E-2,3.824491501E-1
1.090826113E0,4.282630682E-1,4.811382294E-2,4.270687103E-1
1.095590123E0,5.999552011E-1,1.172056198E-1,4.249515533E-1
1.100354134E0,7.597537041E-1,1.149969101E-1,4.126715660E-1
1.105118092E0,9.611368179E-1,5.365943909E-2,4.217228889E-1
1.109882102E0,1.155116081E0,-8.795738220E-2,4.595832825E-1
1.114646061E0,1.314203858E0,-2.239618301E-1,5.097708702E-1
1.119410071E0,1.446547747E0,-3.781113625E-1,5.437278748E-1
1.124174029E0,1.503004313E0,-4.719228745E-1,5.235905647E-1
1.128938040E0,1.504816532E0,-5.626521111E-1,4.848127365E-1
1.133702050E0,1.467411876E0,-6.530556679E-1,4.418349266E-1
1.138466009E0,1.376562119E0,-7.190923691E-1,3.871960640E-1
1.143230019E0,1.231931329E0,-8.036723137E-1,3.183822632E-1
1.147993977E0,1.075950027E0,-8.994803429E-1,2.662444115E-1
1.152757988E0,9.364598989E-1,-9.587707520E-1,2.687096596E-1
1.157521946E0,7.647801638E-1,-1.014999866E0,3.230128288E-1
1.162285957E0,6.173707843E-1,-1.030130386E0,3.622560501E-1
1.167049967E0,4.766442180E-1,-1.052044392E0,3.674440384E-1
1.171813925E0,3.896902204E-1,-1.052232265E0,3.364458084E-1
1.176577936E0,3.011877537E-1,-1.045185566E0,2.885942459E-1
1.181341894E0,3.088803887E-1,-1.059640408E0,2.193422318E-1
1.186105904E0,3.006165028E-1,-1.107532978E0,2.052106857E-1
1.190869863E0,3.222642243E-1,-1.119683266E0,1.841497421E-1
1.195633873E0,3.267138600E-1,-1.124960899E0,1.230587959E-1
1.200397884E0,3.598196507E-1,-1.085269451E0,9.126806259E-2
1.205161842E0,3.455972373E-1,-1.053245544E0,9.587955475E-2
1.209925852E0,3.749899566E-1,-1.000221729E0,1.057310104E-1
1.214689811E0,3.691549897E-1,-9.524211884E-1,1.516752243E-1
1.219453821E0,3.900180459E-1,-9.358978271E-1,1.547074318E-1
1.224217832E0,4.134722650E-1,-8.789596558E-1,1.911578178E-1
1.228981790E0,4.320251942E-1,-8.245744705E-1,1.940045357E-1
1.233745800E0,4.359511137E-1,-8.013296127E-1,1.824231148E-1
1.238509759E0,4.394606948E-1,-7.971611023E-1,1.230540276E-1
1.243273769E0,4.664570987E-1,-8.048725128E-1,5.426311493E-2
1.248037727E0,4.980853498E-1,-7.982854843E-1,-7.621383667E-2
1.252801738E0,5.108463764E-1,-8.347606659E-1,-1.940798759E-1
1.257565748E0,5.147278309E-1,-8.880276680E-1,-3.397245407E-1
1.262329707E0,4.624311328E-1,-9.366631508E-1,-4.389920235E-1
1.267093717E0,4.140596390E-1,-9.497523308E-1,-5.515537262E-1
1.271857727E0,3.623713255E-1,-9.583697319E-1,-6.178393364E-1
1.276621686E0,2.881368995E-1,-9.387078285E-1,-6.976122856E-1
1.281385696E0,1.768155992E-1,-8.979291916E-1,-7.552204132E-1
1.286149654E0,9.007826447E-2,-8.741641045E-1,-8.314342499E-1
1.290913665E0,2.025762200E-2,-8.386540413E-1,-9.025049210E-1
1.295677623E0,-3.312283754E-2,-8.438453674E-1,-9.733204842E-1
1.300441634E0,-4.665583372E-2,-8.513808250E-1,-1.001091480E0
1.305205644E0,-6.351119280E-2,-8.850188255E-1,-1.048079014E0
1.309969602E0,-8.372676373E-2,-9.159321785E-1,-1.088167667E0
1.314733613E0,-6.923705339E-2,-8.820772171E-1,-1.102417469E0
1.319497571E0,-6.306749582E-2,-8.265848160E-1,-1.102868557E0
1.324261582E0,-7.714730501E-2,-7.757411003E-1,-1.111053467E0
1.329025592E0,-8.744454384E-2,-6.912741661E-1,-1.105625153E0
1.333789550E0,-5.110907555E-2,-6.544151306E-1,-1.029349327E0
1.338553561E0,1.762008667E-2,-5.863265991E-1,-9.515733719E-1
1.343317519E0,7.596454024E-2,-5.658144951E-1,-9.318642616E-1
1.348081529E0,1.576252878E-1,-5.189375877E-1,-8.577265739E-1
1.352845540E0,1.959283054E-1,-4.911522865E-1,-7.745504379E-1
1.357609498E0,2.530946136E-1,-4.276723862E-1,-7.203364372E-1
1.362373509E0,2.840712368E-1,-3.907504082E-1,-7.043061256E-1
1.367137519E0,3.274218142E-1,-3.516812325E-1,-7.358298302E-1
1.371901477E0,3.568696976E-1,-3.487005234E-1,-7.621808052E-1
1.376665488E0,3.796250820E-1,-3.578591347E-1,-7.523498535E-1
1.381429446E0,3.908734918E-1,-3.647298813E-1,-7.256531715E-1
1.386193457E0,3.953509331E-1,-3.764915466E-1,-7.155165672E-1
1.390957467E0,4.216434360E-1,-3.835263252E-1,-7.315111160E-1
1.395721425E0,4.219778776E-1,-3.810000420E-1,-7.569723129E-1
1.400485436E0,4.418538213E-1,-3.616704941E-1,-7.729477882E-1
1.405249446E0,4.287291765E-1,-3.112220764E-1,-7.676382065E-1
1.410013404E0,4.447550178E-1,-2.774558067E-1,-8.078799248E-1
1.414777415E0,4.517542422E-1,-2.459416389E-1,-8.506784439E-1
1.419541373E0,4.523035884E-1,-2.452940941E-1,-9.079275131E-1
1.424305384E0,4.536278844E-1,-2.229204178E-1,-9.152173996E-1
1.429069394E0,4.270721376E-1,-1.741166115E-1,-9.084997177E-1
1.433833352E0,3.463521004E-1,-1.203970909E-1,-8.998036385E-1
1.438597363E0,3.090316057E-1,-6.900787354E-2,-9.129118919E-1
1.443361321E0,2.217759192E-1,-3.431940079E-2,-9.238228798E-1
1.448125332E0,1.872562766E-1,-9.135723114E-3,-9.802246094E-1
1.452889342E0,1.527255476E-1,8.996963501E-3,-1.005708218E0
1.457653300E0,1.368041933E-1,2.965211868E-2,-9.384236336E-1
1.462417311E0,1.176324487E-1,6.232929230E-2,-8.549742699E-1
1.467181321E0,1.379212439E-1,1.140427589E-1,-7.791428566E-1
1.471945279E0,1.404069364E-1,1.822643280E-1,-7.203202248E-1
1.476709290E0,1.563422382E-1,2.404742241E-1,-6.709604263E-1
1.481473248E0,2.003302276E-1,3.004350662E-1,-6.044960022E-1
1.486237259E0,2.392486930E-1,2.975468636E-1,-5.659995079E-1
1.491001269E0,2.521351874E-1,2.938632965E-1,-5.741963387E-1
1.495765227E0,2.847450376E-1,3.107562065E-1,-5.333676338E-1
1.500529238E0,3.299593925E-1,2.932286263E-1,-5.270462036E-1
1.505293248E0,3.114724755E-1,2.676610947E-1,-5.313067436E-1
1.510057207E0,3.009988070E-1,2.889451981E-1,-5.556697845E-1
1.514821217E0,2.435168624E-1,2.902035713E-1,-5.691485405E-1
1.519585175E0,2.058656812E-1,3.407816887E-1,-6.291770935E-1
1.524349186E0,1.472844481E-1,3.404345512E-1,-7.166619301E-1
1.529113196E0,1.034679711E-1,3.944396973E-1,-7.625789642E-1
1.533877154E0,4.078739882E-2,4.526557922E-1,-8.006300926E-1
1.538641165E0,2.581870556E-2,5.128221512E-1,-7.904982567E-1
1.543405175E0,-2.062165737E-2,6.107802391E-1,-7.658495903E-1
1.548169134E0,-2.703094482E-2,6.773772240E-1,-7.627172470E-1
1.552933144E0,-1.272505522E-2,7.104010582E-1,-7.239007950E-1
1.557697102E0,2.227771282E-2,7.673187256E-1,-6.973724365E-1
1.562461113E0,4.231637716E-2,8.243188858E-1,-6.927828789E-1
1.567225123E0,9.301248193E-2,9.029645920E-1,-6.290721893E-1
1.571989082E0,1.385876834E-1,9.602675438E-1,-5.422139168E-1
1.576753092E0,1.817543507E-1,9.987421036E-1,-4.800486565E-1
1.581517102E0,1.846870184E-1,1.051918983E0,-4.401965141E-1
1.586281061E0,2.050715089E-1,1.093541145E0,-3.558053970E-1
1.591045071E0,2.118565738E-1,1.109403610E0,-2.414250374E-1
1.595809082E0,2.217759788E-1,1.097196579E0,-1.138463020E-1
1.600573040E0,2.228775322E-1,1.092789650E0,-1.128053665E-2
1.605337050E0,2.581569850E-1,1.046059608E0,1.164503098E-1
1.610101009E0,2.844518721E-1,1.033428192E0,2.120728493E-1
1.614865019E0,2.922317386E-1,1.014269829E0,2.851758003E-1
1.619629029E0,2.957413495E-1,9.836997986E-1,4.028081894E-1
1.624392988E0,3.210726678E-1,9.105997086E-1,5.006051064E-1
1.629156998E0,3.203938603E-1,9.118299484E-1,5.812458992E-1
1.633921009E0,3.342000544E-1,8.628950119E-1,6.904101372E-1
1.638684967E0,3.504688442E-1,8.233346939E-1,7.711091042E-1
1.643448977E0,3.693341613E-1,7.976007462E-1,7.809133530E-1
1.648212988E0,3.597470820E-1,7.734041214E-1,7.968320847E-1
1.652976946E0,3.123621941E-1,8.005809784E-1,7.381172180E-1
1.657740957E0,2.679923177E-1,8.405828476E-1,6.602048874E-1
1.662504967E0,1.862073839E-1,8.526487350E-1,5.705666542E-1
1.667268925E0,8.382058144E-2,8.893203735E-1,4.478230476E-1
1.672032936E0,-8.021652699E-3,9.005479813E-1,3.062357903E-1
1.676796894E0,-8.232301474E-2,9.582023621E-1,2.195181847E-1
1.681560904E0,-1.656953096E-1,1.024291992E0,1.560211182E-1
1.686324915E0,-2.013164759E-1,1.115797043E0,7.224893570E-2
1.691088873E0,-2.204684019E-1,1.147182465E0,-4.907941818E-2
1.695852884E0,-2.185462117E-1,1.169134140E0,-1.512122154E-1
1.700616894E0,-2.171354294E-1,1.189190865E0,-2.156500816E-1
1.705380852E0,-1.828566194E-1,1.186182976E0,-2.286496162E-1
1.710144863E0,-2.017232180E-1,1.150849342E0,-2.169475555E-1
1.714908873E0,-1.852936745E-1,1.090549469E0,-2.070508003E-1
1.719672832E0,-2.098980546E-1,1.029323578E0,-2.444601059E-1
1.724436842E0,-2.229449153E-1,9.385738373E-1,-1.883344650E-1
1.729200852E0,-2.294180989E-1,8.446540833E-1,-1.320748329E-1
1.733964811E0,-3.178251982E-1,7.022171021E-1,-5.421638489E-2
1.738728821E0,-3.807799816E-1,5.756835938E-1,7.398033142E-2
1.743492832E0,-4.350902438E-1,4.290657043E-1,1.810059547E-1
1.748256790E0,-4.927329421E-1,2.885017395E-1,2.814779282E-1
1.753020800E0,-5.346798897E-1,2.063226700E-1,3.851814270E-1
1.757784811E0,-5.705423951E-1,1.439657211E-1,4.781217575E-1
1.762548769E0,-5.766067505E-1,8.208656311E-2,5.272035599E-1
1.767312779E0,-6.125678420E-1,4.430103302E-2,5.830340385E-1
1.772076738E0,-6.162126064E-1,7.566547394E-2,6.793527603E-1
1.776840748E0,-6.041324139E-1,9.941864014E-2,7.567434311E-1
1.781604759E0,-5.929041505E-1,1.177997589E-1,8.370075226E-1
1.786368717E0,-5.774000287E-1,1.331310272E-1,8.797426224E-1
1.791132727E0,-5.286976099E-1,1.120080948E-1,9.280471802E-1
1.795896738E0,-4.563811421E-1,7.849693298E-2,1.008013248E0
1.800660696E0,-3.604728580E-1,4.704380035E-2,1.088392735E0
