"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.519915525E2,3.714389324E0,-5.382065773E0,-3.647396564E0
1.519963155E2,3.409565449E0,-5.402482033E0,-3.434288979E0
1.520010784E2,3.141733885E0,-5.466597080E0,-3.106720924E0
1.520058413E2,2.936826944E0,-5.512222290E0,-2.786991835E0
1.520106043E2,2.806375027E0,-5.381759644E0,-2.295702219E0
1.520153672E2,2.701875448E0,-5.020658970E0,-1.642198086E0
1.520201301E2,2.673006773E0,-4.561027050E0,-8.875998259E-1
1.520248930E2,2.712303162E0,-4.120587826E0,-1.401972771E-1
1.520296560E2,2.755608082E0,-3.690220833E0,5.827651024E-1
1.520344189E2,2.777162552E0,-3.241640091E0,1.318836451E0
1.520391818E2,2.595071793E0,-2.631960392E0,1.974127293E0
1.520439447E2,2.265415430E0,-1.995852470E0,2.512424946E0
1.520487077E2,1.793050885E0,-1.467960358E0,3.019716978E0
1.520534706E2,1.203893185E0,-9.940223694E-1,3.187784195E0
1.520582335E2,5.336369276E-1,-5.004520416E-1,2.906442642E0
1.520629965E2,-1.926642656E-2,-4.713058472E-2,2.382215977E0
1.520677594E2,-4.304225445E-1,3.426284790E-1,1.807438135E0
1.520725223E2,-6.006916761E-1,7.822246552E-1,1.339296103E0
1.520772853E2,-4.053729773E-1,1.229801178E0,9.837365150E-1
1.520820482E2,3.156645596E-1,1.509715080E0,6.489994526E-1
1.520868111E2,1.377411842E0,1.711670876E0,3.059089184E-1
1.520915741E2,2.466617584E0,1.781560898E0,5.736684799E-2
1.520963370E2,3.438212156E0,1.829928398E0,-6.977689266E-2
1.521010999E2,4.178110600E0,1.828296661E0,-1.702190638E-1
1.521058629E2,4.606927395E0,1.812530518E0,-3.095426559E-1
1.521106258E2,4.583467960E0,1.928305626E0,-5.006504059E-1
1.521153887E2,4.069577217E0,2.106065750E0,-4.984599352E-1
1.521201516E2,3.209072828E0,2.314527512E0,-2.846442461E-1
1.521249145E2,2.067493916E0,2.589249611E0,-2.390837669E-2
1.521296775E2,8.338904381E-1,2.929831505E0,3.373469114E-1
1.521344404E2,-3.887417316E-1,3.510248184E0,8.962950706E-1
1.521392033E2,-1.518764734E0,4.298645973E0,1.736073494E0
1.521439663E2,-2.371080637E0,5.093468666E0,2.858851910E0
1.521487292E2,-2.783255339E0,5.798462868E0,4.052521706E0
1.521534921E2,-2.754060984E0,6.279242516E0,5.158276558E0
1.521582551E2,-2.300242901E0,6.578465462E0,6.089353085E0
1.521630180E2,-1.526041985E0,6.736616135E0,6.609745026E0
1.521677809E2,-6.184702516E-1,6.782552719E0,6.706620216E0
1.521725439E2,2.649843693E-1,6.697697639E0,6.202554226E0
1.521773068E2,1.069594264E0,6.604769707E0,5.374982834E0
1.521820697E2,1.663674593E0,6.511642456E0,4.340332031E0
1.521868327E2,2.178378582E0,6.354337692E0,3.358613491E0
1.521915956E2,2.591695309E0,6.104568481E0,2.324843407E0
1.521963585E2,2.910244226E0,5.733890533E0,1.178064466E0
1.522011214E2,3.118726730E0,5.216237068E0,8.069992065E-3
1.522058843E2,3.227586031E0,4.611621857E0,-1.100486517E0
1.522106473E2,3.265691757E0,4.037375450E0,-2.156541348E0
1.522154102E2,3.199341774E0,3.469698906E0,-3.219296932E0
1.522201731E2,3.047354460E0,2.899199486E0,-4.171209335E0
1.522249360E2,2.835597038E0,2.340402603E0,-4.918663502E0
1.522296990E2,2.666364670E0,1.824503899E0,-5.475018024E0
1.522344619E2,2.510238647E0,1.351525307E0,-5.759406090E0
1.522392248E2,2.364366293E0,8.593120575E-1,-5.819326401E0
1.522439878E2,2.276127815E0,3.813266754E-1,-5.629768848E0
1.522487507E2,2.259325981E0,-2.761077881E-2,-5.157639503E0
1.522535136E2,2.193341017E0,-3.319702148E-1,-4.424221992E0
1.522582766E2,2.191601276E0,-6.445608139E-1,-3.538871050E0
1.522630395E2,2.190701962E0,-9.156293869E-1,-2.639499664E0
1.522678024E2,2.091381073E0,-1.198321342E0,-1.797122002E0
1.522725654E2,1.861413479E0,-1.512282372E0,-9.994546175E-1
1.522773283E2,1.559746981E0,-1.819726467E0,-4.308602810E-1
1.522820912E2,1.252668619E0,-2.187890530E0,-6.393611431E-2
1.522868541E2,1.016510248E0,-2.568996906E0,1.251896620E-1
1.522916170E2,8.679815531E-1,-2.960539818E0,2.861238718E-1
1.522963800E2,8.528864384E-1,-3.307301521E0,3.718689680E-1
1.523011429E2,8.667549491E-1,-3.656847477E0,3.354718685E-1
1.523059058E2,8.985708952E-1,-3.958714485E0,2.951879501E-1
1.523106688E2,9.828171730E-1,-4.317881107E0,2.882486582E-1
1.523154317E2,1.015077114E0,-4.660062313E0,3.428316116E-1
1.523201946E2,9.862588644E-1,-4.947072983E0,4.639930725E-1
1.523249576E2,8.627699614E-1,-5.207752228E0,5.135616064E-1
1.523297205E2,6.752269864E-1,-5.492482185E0,5.306284428E-1
1.523344834E2,4.681772888E-1,-5.841992378E0,4.989340305E-1
1.523392464E2,2.811612487E-1,-6.122507095E0,4.810148478E-1
1.523440093E2,2.942365408E-2,-6.315030098E0,3.595035076E-1
1.523487722E2,-2.473953962E-1,-6.441184998E0,1.818671227E-1
1.523535351E2,-5.212962031E-1,-6.570342064E0,-2.112030983E-3
1.523582980E2,-7.087376118E-1,-6.683360100E0,-1.232770681E-1
1.523630610E2,-9.100028276E-1,-6.689389229E0,-1.986087561E-1
1.523678239E2,-1.062489986E0,-6.617205620E0,-1.778537035E-1
1.523725868E2,-1.201709747E0,-6.426257133E0,-1.325697899E-1
1.523773497E2,-1.463875771E0,-6.145350456E0,-1.439102888E-1
1.523821127E2,-1.688665152E0,-5.793607712E0,-1.146268845E-2
1.523868756E2,-1.864214182E0,-5.394858837E0,1.760458946E-2
1.523916385E2,-2.078841448E0,-5.042173386E0,8.813107014E-2
1.523964015E2,-2.234222174E0,-4.606276035E0,3.449225426E-1
1.524011644E2,-2.258050919E0,-4.077581882E0,6.199613810E-1
1.524059273E2,-2.223457336E0,-3.465688705E0,8.034310341E-1
1.524106903E2,-2.114974499E0,-2.861458302E0,9.197095633E-1
1.524154532E2,-2.032037258E0,-2.224205017E0,1.083869696E0
1.524202161E2,-1.969304323E0,-1.690147877E0,1.176291466E0
1.524249790E2,-1.912463427E0,-1.122931480E0,1.201688766E0
1.524297419E2,-1.941039801E0,-5.202064514E-1,1.008993387E0
1.524345049E2,-1.989007592E0,5.345153809E-2,7.457788587E-1
1.524392678E2,-2.138494492E0,6.434898376E-1,4.134849310E-1
1.524440307E2,-2.356976509E0,1.288117409E0,1.162036657E-1
1.524487936E2,-2.568641186E0,2.025524139E0,-2.048022151E-1
1.524535566E2,-2.761454582E0,2.743355751E0,-3.574692309E-1
1.524583195E2,-2.716629028E0,3.398753166E0,-2.239011526E-1
1.524630825E2,-2.398789167E0,3.999094963E0,1.566378474E-1
1.524678454E2,-1.896727085E0,4.511076927E0,6.859785318E-1
1.524726083E2,-1.210453987E0,4.901391983E0,1.412725091E0
1.524773712E2,-4.596931934E-1,5.117603302E0,2.173384905E0
1.524821342E2,1.778152585E-1,5.222010612E0,2.747594595E0
1.524868971E2,6.362421513E-1,5.176465988E0,3.072614193E0
1.524916600E2,8.778666258E-1,4.916641235E0,3.249807596E0
1.524964229E2,8.544744849E-1,4.610115051E0,3.243642330E0
1.525011858E2,4.307523966E-1,4.452913284E0,2.937163353E0
1.525059488E2,-3.238470554E-1,4.375489235E0,2.545597553E0
1.525107117E2,-1.249624491E0,4.418250084E0,2.064072371E0
1.525154746E2,-2.294294596E0,4.415998459E0,1.624006510E0
1.525202376E2,-3.226037741E0,4.397253990E0,1.261435866E0
1.525250005E2,-4.102487087E0,4.454966545E0,1.031626940E0
1.525297634E2,-4.792152882E0,4.574405670E0,8.536307812E-1
1.525345264E2,-5.304014206E0,4.726559639E0,7.039062381E-1
1.525392893E2,-5.517262459E0,4.796488762E0,5.875968933E-1
1.525440522E2,-5.375015736E0,4.753114700E0,4.861261845E-1
1.525488151E2,-4.929832458E0,4.517685890E0,4.979590178E-1
1.525535780E2,-4.178711414E0,4.123934746E0,5.494908094E-1
1.525583410E2,-3.376477242E0,3.739449501E0,5.191694498E-1
1.525631039E2,-2.607631207E0,3.455201149E0,3.737355471E-1
1.525678668E2,-1.795781851E0,3.185382843E0,1.171467304E-1
1.525726297E2,-9.550486207E-1,2.899402618E0,-1.114455462E-1
1.525773927E2,-1.184359789E-1,2.638425827E0,-3.047097325E-1
1.525821556E2,6.740122437E-1,2.395686150E0,-3.782606721E-1
1.525869185E2,1.465791345E0,2.138051033E0,-6.105768681E-1
1.525916815E2,2.120657206E0,1.801297188E0,-8.779872656E-1
1.525964444E2,2.561499596E0,1.340299606E0,-9.918686152E-1
1.526012073E2,2.781930447E0,8.677358627E-1,-1.120152712E0
1.526059703E2,2.767487288E0,3.813915253E-1,-1.265383124E0
1.526107332E2,2.552474976E0,-7.324790955E-2,-1.221787333E0
1.526154961E2,2.053131580E0,-4.915742874E-1,-9.216120839E-1
1.526202590E2,1.443516493E0,-8.835649490E-1,-5.017727613E-1
1.526250219E2,8.334009647E-1,-1.302372932E0,-2.537844181E-1
1.526297848E2,2.512136102E-1,-1.727117062E0,-5.274653435E-3
1.526345478E2,-2.555541396E-1,-2.077316761E0,3.274033070E-1
1.526393107E2,-5.887696147E-1,-2.341871262E0,7.078354359E-1
1.526440736E2,-6.639142036E-1,-2.610027790E0,1.154449940E0
1.526488366E2,-6.468368769E-1,-2.762853622E0,1.529760599E0
1.526535995E2,-5.613907576E-1,-2.721948147E0,1.831983566E0
1.526583624E2,-2.657207847E-1,-2.731432915E0,2.080463648E0
1.526631254E2,1.770872474E-1,-2.757658958E0,2.227090120E0
1.526678883E2,7.308759689E-1,-2.793080330E0,2.237631083E0
1.526726512E2,1.342954874E0,-2.892184258E0,2.099142313E0
1.526774141E2,1.826645851E0,-2.994589806E0,1.889170647E0
1.526821770E2,2.248378754E0,-3.116465569E0,1.601394653E0
1.526869400E2,2.519212246E0,-3.336105824E0,1.191393375E0
1.526917029E2,2.698140383E0,-3.617101669E0,7.609043121E-1
1.526964658E2,2.762064457E0,-3.999803066E0,2.999091148E-1
1.527012288E2,2.646330357E0,-4.410025120E0,-8.153128624E-2
1.527059917E2,2.368805647E0,-4.750006676E0,-4.236078262E-1
1.527107546E2,2.057007790E0,-5.058377743E0,-8.428862095E-1
1.527155175E2,1.728375673E0,-5.366439819E0,-1.255485058E0
1.527202804E2,1.337942004E0,-5.636207581E0,-1.575215459E0
1.527250434E2,9.749317169E-1,-5.813007355E0,-1.859356165E0
1.527298063E2,6.974832416E-1,-5.961772919E0,-2.069393873E0
1.527345692E2,5.615955591E-1,-6.097093582E0,-2.310429573E0
1.527393321E2,5.426513553E-1,-6.221534252E0,-2.410138845E0
1.527440951E2,6.017994881E-1,-6.203782082E0,-2.471342087E0
1.527488580E2,6.550498009E-1,-6.056000710E0,-2.611225367E0
1.527536209E2,7.551096678E-1,-5.833148956E0,-2.715549469E0
1.527583839E2,9.404214025E-1,-5.628184319E0,-2.651610374E0
1.527631468E2,1.228146911E0,-5.328305244E0,-2.609798431E0
1.527679097E2,1.607052565E0,-5.019177914E0,-2.421756268E0
1.527726726E2,2.075830698E0,-4.659897327E0,-1.908924580E0
1.527774355E2,2.616594315E0,-4.176419258E0,-1.109406114E0
1.527821985E2,3.185201168E0,-3.550072193E0,-3.445246220E-1
1.527869614E2,3.802118063E0,-2.917710781E0,3.832263947E-1
1.527917243E2,4.351353645E0,-2.279839516E0,1.262581587E0
1.527964872E2,4.728370667E0,-1.594008923E0,2.039901257E0
1.528012502E2,4.938564301E0,-9.276180267E-1,2.537869453E0
1.528060131E2,4.919971466E0,-2.425508499E-1,2.762306690E0
1.528107760E2,4.765456200E0,4.064245224E-1,2.875293255E0
1.528155390E2,4.426145077E0,1.093886375E0,2.855985403E0
1.528203019E2,4.087739468E0,1.717715263E0,2.720918655E0
1.528250648E2,3.747754335E0,2.173565865E0,2.577361584E0
1.528298277E2,3.466260910E0,2.598497391E0,2.508919477E0
1.528345906E2,3.176783562E0,3.026441574E0,2.523268461E0
1.528393535E2,2.875450611E0,3.335806847E0,2.523555517E0
1.528441165E2,2.477635860E0,3.570017815E0,2.463541031E0
1.528488794E2,1.984229565E0,3.796288490E0,2.471471786E0
1.528536423E2,1.455125213E0,4.033806801E0,2.659085751E0
1.528584053E2,9.113080502E-1,4.346998215E0,2.964023352E0
1.528631682E2,3.228678703E-1,4.694891930E0,3.202647686E0
1.528679311E2,-2.543522716E-1,5.079455376E0,3.474036455E0
1.528726940E2,-7.694844604E-1,5.356811523E0,3.786559820E0
1.528774570E2,-1.245791078E0,5.593585968E0,4.038552284E0
1.528822199E2,-1.598769665E0,5.825304985E0,4.333793640E0
1.528869828E2,-1.808243632E0,6.070746422E0,4.563238144E0
1.528917457E2,-1.798658490E0,6.193342209E0,4.775858879E0
1.528965086E2,-1.773904800E0,6.166620255E0,4.977716923E0
1.529012716E2,-1.764814496E0,6.038321495E0,5.100773811E0
1.529060345E2,-1.684266567E0,5.911318779E0,4.954572678E0
1.529107975E2,-1.540471792E0,5.761927605E0,4.489071846E0
1.529155604E2,-1.418718576E0,5.664698601E0,3.949317455E0
1.529203233E2,-1.251275659E0,5.557949066E0,3.347840786E0
1.529250862E2,-1.030112743E0,5.344247818E0,2.644473791E0
1.529298491E2,-7.612618208E-1,5.174712181E0,1.935915470E0
1.529346120E2,-4.650522470E-1,5.020864487E0,1.231080770E0
1.529393750E2,-2.476840615E-1,4.909126282E0,5.345683098E-1
1.529441379E2,-6.047260761E-2,4.731954575E0,-1.177479029E-1
1.529489008E2,8.976244926E-2,4.522944450E0,-6.854425669E-1
1.529536638E2,1.861984134E-1,4.277349472E0,-1.190127373E0
1.529584267E2,1.661254168E-1,4.050110817E0,-1.674748659E0
1.529631896E2,6.209290028E-2,3.814702988E0,-2.081309319E0
1.529679525E2,-1.508307457E-1,3.527850151E0,-2.423384190E0
1.529727154E2,-3.376015425E-1,3.184543610E0,-2.728819132E0
1.529774783E2,-4.470241070E-1,2.818007469E0,-2.898806572E0
1.529822413E2,-4.973087311E-1,2.382446289E0,-2.896347284E0
1.529870042E2,-4.678900838E-1,1.915760994E0,-2.837306738E0
1.529917671E2,-3.808259368E-1,1.424783707E0,-2.868563414E0
1.529965301E2,-2.815006375E-1,9.093332291E-1,-2.948527336E0
1.530012930E2,-1.024461985E-1,3.550424576E-1,-3.048065424E0
1.530060559E2,1.382549405E-1,-2.043876648E-1,-3.239284992E0
1.530108188E2,3.771279156E-1,-7.709503174E-1,-3.571069002E0
1.530155817E2,5.554506779E-1,-1.305906296E0,-3.863260269E0
1.530203446E2,6.908745170E-1,-1.825550556E0,-4.100791931E0
1.530251076E2,8.584081531E-1,-2.355679989E0,-4.342864037E0
1.530298705E2,1.056609392E0,-2.869585514E0,-4.485651970E0
1.530346334E2,1.241015553E0,-3.321596622E0,-4.511011124E0
1.530393964E2,1.412724257E0,-3.725999355E0,-4.455153942E0
1.530441593E2,1.601524711E0,-4.128218651E0,-4.365837574E0
1.530489222E2,1.777310848E0,-4.528270721E0,-4.173455238E0
1.530536851E2,1.911909580E0,-4.823472500E0,-3.930189610E0
1.530584480E2,1.933736563E0,-5.054676533E0,-3.549526930E0
1.530632110E2,1.907265067E0,-5.279580116E0,-2.980337620E0
1.530679739E2,2.062439203E0,-5.520055294E0,-2.228505611E0
1.530727368E2,2.253856659E0,-5.697751045E0,-1.643450856E0
1.530774997E2,2.216495991E0,-5.856264114E0,-1.368888736E0
1.530822627E2,2.026476860E0,-6.063014030E0,-1.125661731E0
1.530870256E2,1.686835647E0,-6.289612293E0,-8.412356377E-1
1.530917885E2,1.202617645E0,-6.462208748E0,-6.682956219E-1
1.530965514E2,6.026551723E-1,-6.559537888E0,-6.259114742E-1
1.531013143E2,-9.845477343E-2,-6.536452293E0,-6.806726456E-1
1.531060773E2,-8.453592658E-1,-6.407690048E0,-7.655804157E-1
1.531108402E2,-1.591805696E0,-6.293124199E0,-8.399512768E-1
1.531156031E2,-2.233654737E0,-6.216819763E0,-9.540090561E-1
1.531203660E2,-2.826771498E0,-6.071328163E0,-1.148408532E0
1.531251290E2,-3.314622879E0,-5.768366814E0,-1.303851485E0
1.531298919E2,-3.667106390E0,-5.375063896E0,-1.203287959E0
1.531346548E2,-3.913665771E0,-4.870002747E0,-9.381899834E-1
1.531394177E2,-3.992083073E0,-4.289151669E0,-7.166364193E-1
1.531441806E2,-3.920829535E0,-3.668289661E0,-5.386462212E-1
1.531489435E2,-3.701136112E0,-3.064514160E0,-3.231770992E-1
1.531537065E2,-3.360248089E0,-2.400902271E0,6.062769890E-2
1.531584694E2,-2.860466719E0,-1.674664974E0,6.860775948E-1
1.531632323E2,-2.311509609E0,-8.760013580E-1,1.242316008E0
1.531679953E2,-1.765111089E0,-1.027116776E-1,1.624656677E0
1.531727582E2,-1.283423424E0,6.692867279E-1,1.929299116E0
1.531775211E2,-1.053730965E0,1.409023285E0,2.180524111E0
1.531822840E2,-1.020044088E0,2.054545403E0,2.411761522E0
1.531870469E2,-1.067015886E0,2.467508316E0,2.446025372E0
1.531918098E2,-1.290283442E0,2.629281044E0,2.125366211E0
1.531965728E2,-1.910676241E0,2.631178856E0,1.609538794E0
1.532013357E2,-2.755677938E0,2.557196617E0,1.029017210E0
1.532060986E2,-3.821168661E0,2.699199677E0,9.025931358E-2
1.532108616E2,-4.888725758E0,3.057136536E0,-7.359596491E-1
1.532156245E2,-5.871330738E0,3.439718246E0,-1.237700582E0
1.532203874E2,-6.654920578E0,3.957002640E0,-1.645336866E0
1.532251503E2,-6.968699455E0,4.556405067E0,-1.612380266E0
1.532299132E2,-6.827112198E0,5.075402260E0,-1.156972408E0
1.532346761E2,-6.151988983E0,5.454437256E0,-4.297987223E-1
1.532394391E2,-5.048226833E0,5.521671295E0,3.670284748E-1
1.532442020E2,-3.715702772E0,5.313252449E0,1.431809783E0
1.532489650E2,-2.346833229E0,5.128059387E0,2.556732178E0
1.532537279E2,-9.833019376E-1,4.929895401E0,3.589560509E0
1.532584908E2,1.321958303E-1,4.713617325E0,4.249119282E0
1.532632537E2,8.131451607E-1,4.612676620E0,4.851392269E0
1.532680166E2,9.483380318E-1,4.531047821E0,5.089553356E0
1.532727795E2,7.006291151E-1,4.396993637E0,4.897062302E0
1.532775425E2,6.162232161E-2,4.287337303E0,4.301283836E0
1.532823054E2,-8.616738319E-1,4.269386292E0,3.626947403E0
1.532870683E2,-1.895950079E0,4.329037666E0,3.090862274E0
1.532918312E2,-2.910795212E0,4.349167824E0,2.619249582E0
1.532965941E2,-3.686661959E0,4.315258026E0,2.271565914E0
1.533013570E2,-4.263784409E0,4.296231270E0,1.955636263E0
1.533061200E2,-4.626784325E0,4.238929749E0,1.725960255E0
1.533108829E2,-4.719208241E0,4.080816269E0,1.636620522E0
1.533156458E2,-4.512811661E0,3.776312828E0,1.452043056E0
1.533204088E2,-4.117677689E0,3.459339142E0,1.206269503E0
1.533251717E2,-3.581422806E0,3.161016464E0,9.758820534E-1
1.533299346E2,-3.042202950E0,2.879067421E0,7.677853107E-1
1.533346975E2,-2.479976654E0,2.589813232E0,3.831017017E-1
1.533394604E2,-1.893485785E0,2.317540169E0,-1.167318821E-1
1.533442233E2,-1.343559027E0,1.998189926E0,-5.489314795E-1
1.533489863E2,-8.455177546E-1,1.708770752E0,-9.005473852E-1
1.533537492E2,-3.476656675E-1,1.447276115E0,-1.213346004E0
1.533585121E2,1.299485564E-1,1.099246979E0,-1.430503964E0
1.533632750E2,5.338653326E-1,7.366275787E-1,-1.561567426E0
1.533680380E2,8.389992714E-1,3.451461792E-1,-1.682774782E0
1.533728009E2,1.091604829E0,-1.158018112E-1,-1.745889187E0
1.533775638E2,1.241719246E0,-5.721044540E-1,-1.683614850E0
1.533823267E2,1.267844558E0,-1.045401573E0,-1.595873594E0
1.533870896E2,1.214968920E0,-1.509563446E0,-1.493963003E0
1.533918526E2,1.084689736E0,-1.981600285E0,-1.341169596E0
1.533966155E2,9.665871859E-1,-2.476202965E0,-1.124610543E0
1.534013784E2,8.184772730E-1,-2.938838959E0,-8.288155794E-1
1.534061413E2,6.938015223E-1,-3.355770588E0,-4.883301258E-1
1.534109042E2,6.199580431E-1,-3.847056866E0,-2.621250153E-1
1.534156671E2,6.220664978E-1,-4.355795860E0,-8.188581467E-2
1.534204301E2,6.559621692E-1,-4.829844952E0,1.369976997E-1
1.534251930E2,6.248746514E-1,-5.131029129E0,2.613146305E-1
1.534299559E2,6.477638483E-1,-5.474921703E0,3.920192719E-1
1.534347188E2,7.556413412E-1,-5.763708115E0,4.699048996E-1
1.534394817E2,9.393249154E-1,-5.997544289E0,4.810190201E-1
1.534442447E2,1.166134357E0,-6.197989941E0,3.085012436E-1
1.534490076E2,1.508674145E0,-6.405550480E0,1.483421326E-1
1.534537705E2,1.798418045E0,-6.631813049E0,-1.554951668E-1
1.534585334E2,2.067469120E0,-6.728173256E0,-3.910627365E-1
1.534632964E2,2.302596569E0,-6.746972084E0,-6.095223427E-1
1.534680593E2,2.550543308E0,-6.771526337E0,-9.313497543E-1
1.534728222E2,2.800716162E0,-6.811054230E0,-1.318926811E0
1.534775851E2,2.906020164E0,-6.905816078E0,-1.844775319E0
1.534823480E2,2.924486160E0,-6.957380772E0,-2.256575584E0
1.534871109E2,2.877589703E0,-6.912809372E0,-2.649125099E0
1.534918739E2,2.764980316E0,-6.788527966E0,-3.043127060E0
1.534966368E2,2.612440348E0,-6.605699539E0,-3.344674587E0
1.535013997E2,2.400441647E0,-6.337734222E0,-3.481276035E0
1.535061626E2,2.236177921E0,-6.020327091E0,-3.423135519E0
1.535109255E2,2.131244183E0,-5.631968975E0,-3.137402773E0
1.535156884E2,2.102199078E0,-5.227851868E0,-2.700456142E0
1.535204514E2,2.146462679E0,-4.872800350E0,-2.133068085E0
1.535252143E2,2.306764841E0,-4.559894085E0,-1.386559606E0
1.535299772E2,2.561231375E0,-4.208168507E0,-4.576036930E-1
1.535347402E2,2.869043589E0,-3.720160007E0,4.926552773E-1
1.535395031E2,3.215978622E0,-3.156308174E0,1.516162634E0
1.535442660E2,3.557030201E0,-2.531548500E0,2.521305561E0
1.535490289E2,3.916337967E0,-1.951619148E0,3.559949636E0
1.535537918E2,4.099962234E0,-1.276119709E0,4.562382221E0
1.535585547E2,4.073711872E0,-5.035696030E-1,5.466510773E0
1.535633177E2,3.989835262E0,5.440902710E-2,6.133992195E0
1.535680806E2,3.981870413E0,2.660655975E-1,6.299422264E0
1.535728435E2,3.794310093E0,3.445434570E-1,5.772562981E0
1.535776064E2,3.564005136E0,4.724884033E-1,4.829247475E0
1.535823693E2,3.166689157E0,6.107091904E-1,3.828719378E0
1.535871322E2,2.683868885E0,8.445205688E-1,3.004549026E0
1.535918952E2,2.229121447E0,1.032046318E0,2.097573042E0
1.535966581E2,1.873807907E0,1.485537529E0,8.610236645E-1
1.536014210E2,1.399940848E0,2.095895767E0,-1.356127262E-1
1.536061839E2,8.760145903E-1,2.739565849E0,-7.193266153E-1
1.536109468E2,4.063445330E-1,3.233223915E0,-1.129702926E0
1.536157097E2,2.073550224E-2,3.546483994E0,-1.265176773E0
1.536204727E2,-3.530044556E-1,3.839798927E0,-9.818171263E-1
1.536252356E2,-7.719853520E-1,4.112815857E0,-1.651139259E-1
1.536299985E2,-1.147863150E0,4.281111717E0,9.135563374E-1
1.536347614E2,-1.440255404E0,4.405784607E0,2.079509735E0
1.536395243E2,-1.657025814E0,4.542658806E0,3.404875278E0
1.536442872E2,-1.956614017E0,4.706566811E0,4.734569550E0
1.536490502E2,-2.160350323E0,4.749567032E0,6.255166054E0
1.536538131E2,-2.210586548E0,4.707978249E0,7.358932495E0
1.536585760E2,-2.352317333E0,4.654126167E0,7.896938324E0
1.536633389E2,-2.585869551E0,4.531741142E0,7.948424816E0
1.536681019E2,-2.844054222E0,4.431128502E0,7.555096626E0
1.536728648E2,-3.109922409E0,4.276013374E0,6.814162254E0
1.536776277E2,-3.369177818E0,4.179642677E0,5.854887486E0
1.536823906E2,-3.524041653E0,4.143073082E0,4.868082047E0
1.536871535E2,-3.505131245E0,4.095817566E0,3.743159294E0
1.536919165E2,-3.242146492E0,3.981841087E0,2.365225315E0
1.536966794E2,-2.879650354E0,3.907436371E0,1.129318953E0
1.537014423E2,-2.518663883E0,3.904423714E0,2.440214157E-2
1.537062052E2,-2.192837477E0,3.870676041E0,-1.032059669E0
1.537109681E2,-1.839774609E0,3.709012032E0,-2.127467632E0
1.537157310E2,-1.459170103E0,3.473120689E0,-3.213553190E0
1.537204940E2,-1.125392675E0,3.271665573E0,-4.283239365E0
1.537252569E2,-7.893960476E-1,3.098446846E0,-5.236492634E0
1.537300198E2,-4.671051502E-1,2.894669533E0,-6.025916100E0
1.537347827E2,-1.197852492E-1,2.634901047E0,-6.517609119E0
1.537395456E2,3.412353694E-1,2.429610252E0,-6.488256454E0
1.537443085E2,8.801707625E-1,2.359766960E0,-5.798854828E0
1.537490715E2,1.456684113E0,2.340667725E0,-4.891836166E0
1.537538344E2,1.899679065E0,2.270545959E0,-4.012030602E0
1.537585973E2,2.140612602E0,2.169442177E0,-2.949730635E0
1.537633602E2,2.215187788E0,2.100351334E0,-1.863842487E0
1.537681231E2,2.113124132E0,1.961424828E0,-8.707289696E-1
1.537728860E2,1.983827114E0,1.596178055E0,-8.495330811E-3
1.537776490E2,1.787724853E0,1.226107597E0,5.742850304E-1
1.537824119E2,1.504061222E0,9.555320740E-1,9.747896194E-1
1.537871748E2,1.236687779E0,7.097482681E-1,1.107695580E0
1.537919377E2,1.032167196E0,4.049015045E-1,9.636454582E-1
1.537967006E2,7.293825746E-1,6.261062622E-2,5.472688675E-1
1.538014635E2,6.049326062E-1,-4.479780197E-1,1.490373611E-1
1.538062265E2,6.149442792E-1,-9.849033356E-1,-2.376270294E-1
1.538109894E2,6.464906335E-1,-1.437506676E0,-5.760838985E-1
1.538157523E2,6.705431938E-1,-1.748175144E0,-8.146731853E-1
1.538205152E2,6.158974171E-1,-2.067400932E0,-1.047193050E0
1.538252781E2,6.152532697E-1,-2.485859871E0,-1.259415627E0
1.538300410E2,6.702077389E-1,-2.969691753E0,-1.446882010E0
1.538348040E2,7.195777893E-1,-3.458825111E0,-1.566901445E0
1.538395669E2,7.086434960E-1,-3.785824299E0,-1.619759798E0
1.538443298E2,6.111556888E-1,-4.170603275E0,-1.694235802E0
1.538490927E2,5.607578158E-1,-4.562742233E0,-1.790631533E0
1.538538556E2,4.373786747E-1,-4.883202076E0,-1.863903284E0
1.538586185E2,3.451902270E-1,-5.024612427E0,-1.605801344E0
1.538633815E2,3.024074435E-1,-4.954156876E0,-1.259787560E0
1.538681444E2,1.916333437E-1,-4.859036922E0,-1.152291536E0
1.538729073E2,8.169829845E-3,-4.835314751E0,-1.167327166E0
1.538776702E2,-1.117568612E-1,-4.856814861E0,-1.139343739E0
1.538824331E2,-3.142354488E-1,-4.844468117E0,-1.166638851E0
1.538871960E2,-4.779961109E-1,-4.647523880E0,-1.118268728E0
1.538919590E2,-6.465140581E-1,-4.423571110E0,-1.100299597E0
1.538967219E2,-7.720651627E-1,-4.165042400E0,-1.104032755E0
1.539014848E2,-7.828645706E-1,-3.924176693E0,-9.820439816E-1
1.539062477E2,-8.054789305E-1,-3.617022514E0,-8.019628525E-1
1.539110106E2,-8.441395760E-1,-3.293620586E0,-6.168067455E-1
1.539157735E2,-8.985902071E-1,-2.970516682E0,-2.597012520E-1
1.539205365E2,-8.782598972E-1,-2.609446049E0,3.884799480E-1
1.539252994E2,-9.124507904E-1,-2.143962860E0,1.163443804E0
